INSTNM,LONGITUD,LATITUDE
Metro Technology Centers,-97.478182,35.512549
Metroplex Beauty School,-96.599222,32.771826
Metropolitan Career Center Computer Technology Institute,-75.164366,39.950733
Metropolitan College of New York,-74.007056,40.723516
Metropolitan Community College Area,-95.958658,41.305504
Metropolitan Community College-Kansas City,-94.591303,39.06855
Metropolitan Community College-Kansas City,-94.591181,39.06855
Metropolitan Learning Institute,-73.862296,40.730459
Metropolitan State University,-93.074153,44.957017
Metropolitan State University of Denver,-105.002391,39.742248
MGH Institute of Health Professions,-71.056518,42.373635
Miami Ad School-Minneapolis,-93.272539,44.980971
Miami Ad School-New York,-73.924961,40.75502
Miami Ad School-San Francisco,-122.421571,37.78881
Miami Ad School-Wynwood,-80.204791,25.803
Miami Dade College,-80.190856,25.777717
Miami Lakes Educational Center and Technical College,-80.29513,25.916128
Miami Media School,-80.193041,25.7652
Miami University-Hamilton,-84.563221,39.377448
Miami University-Middletown,-84.35724,39.523776
Miami University-Oxford,-84.731821,39.509642
Miami Valley Career Technology Center,-84.330305,39.845399
Miami-Jacobs Career College-Columbus,-82.996903,39.964155
Miami-Jacobs Career College-Dayton,-84.185929,39.760506
Miami-Jacobs Career College-Independence,-81.646681,41.39451
Miami-Jacobs Career College-Sharonville,-84.43904,39.26566
Miami-Jacobs Career College-Springboro,-84.253242,39.560771
Miami-Jacobs Career College-Troy,-84.226144,40.028964
MIAT College of Technology,-83.445541,42.28593
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,-71.462238,42.985355
Michigan Barber School Inc,-83.049558,42.333711
Michigan Career and Technical Institute,-85.520711,42.508058
Michigan College of Beauty-Monroe,-83.406033,41.90662
Michigan College of Beauty-Troy,-83.12734,42.570337
Michigan Jewish Institute,-83.183286,42.478209
Michigan School of Professional Psychology,-83.359575,42.491427
Michigan State University,-84.476111,42.73212
Michigan State University-College of Law,-84.473401,42.72565
Michigan Technological University,-88.546403,47.1183
Mid City College,-91.131651,30.45013
Mid Michigan Community College,-84.763715,43.969586
Mid-America Christian University,-97.578297,35.347785
Mid-America College of Funeral Service,-85.744342,38.310919
Mid-America Technology Center,-97.364174,34.912498
Mid-Atlantic Christian University,-76.217496,36.303765
Mid-Del Technology Center,-97.402578,35.455237
Mid-EastCTC-Adult Education,-81.976056,39.937192
Mid-Plains Community College,-100.748417,41.110429
Mid-South Christian College,-89.910526,35.064377
Mid-State Technical College,-89.783449,44.391219
MidAmerica Nazarene University,-94.782586,38.872608
Middle Georgia State University,-83.732361,32.81039
Middle Tennessee School of Anesthesia Inc,-86.683396,36.252997
Middle Tennessee State University,-86.362094,35.849139
Middlebury College,-73.176068,44.009117
Middlebury Institute of International Studies at Monterey,-121.896813,36.599827
Middlesex Community College,-71.273966,42.525056
Middlesex Community College,-72.611838,41.539516
Middlesex County College,-74.365723,40.506117
Midland College,-102.10539,32.028578
Midland University,-96.488354,41.43675
Midlands Technical College,-81.115761,33.949325
Midstate College,-89.592173,40.691391
Midway Paris Beauty School,-73.909591,40.699612
Midway University,-84.679335,38.144432
Midwest College of Oriental Medicine-Chicago,-87.652605,41.961284
Midwest College of Oriental Medicine-Racine,-87.856679,42.678051
Midwest Institute,-90.462402,38.541682
Midwest Technical Institute,-86.367788,39.848916
Midwest Technical Institute-East Peoria,-89.543521,40.64204
Midwest Technical Institute-Moline,-90.483631,41.48967
Midwest Technical Institute-Ridgeland,-90.177694,32.403009
Midwest Technical Institute-Springfield,-93.256511,37.14777
Midwest Technical Institute-Springfield,-89.595331,39.840996
Midwestern Baptist Theological Seminary,-94.573185,39.185691
Midwestern Career College,-87.637111,41.88212
Midwestern State University,-98.51774,33.877143
Midwestern University-Downers Grove,-88.000989,41.828376
Midwestern University-Glendale,-112.183556,33.663217
Midwives College of Utah,-111.856911,40.71086
Mifflin County Academy of Science and Technology,-77.554092,40.605321
Milan Institute of Cosmetology-Amarillo,-101.80878,35.185026
Milan Institute of Cosmetology-El Paso,-106.300611,31.74942
Milan Institute of Cosmetology-Fairfield,-122.0455,38.248448
Milan Institute of Cosmetology-La Quinta,-116.289789,33.710674
Milan Institute of Cosmetology-Nampa,-116.593951,43.60065
Milan Institute of Cosmetology-Reno,-119.789093,39.486095
Milan Institute of Cosmetology-San Antonio Military,-98.500563,29.358223
Milan Institute of Cosmetology-San Antonio Walzem,-98.382865,29.511567
Milan Institute of Cosmetology-Visalia,-119.309922,36.301861
Milan Institute-Amarillo,-101.914861,35.18633
Milan Institute-Bakersfield,-119.023088,35.385513
Milan Institute-Clovis,-119.724891,36.808536
Milan Institute-Las Vegas,-115.170281,36.16186
Milan Institute-Merced,-120.481171,37.32253
Milan Institute-Nampa,-116.593793,43.600966
Milan Institute-Palm Desert,-116.350166,33.780623
Milan Institute-San Antonio Ingram,-98.624911,29.4637
Milan Institute-Sparks,-119.758848,39.525226
Milan Institute-Visalia,-119.312151,36.27164
Mildred Elley School-Albany Campus,-73.790212,42.68026
Mildred Elley-New York Campus,-74.014001,40.70574
Mildred Elley-Pittsfield Campus,-73.256461,42.4491
Miles College,-86.908605,33.481306
Miles Community College,-105.826609,46.404636
Millennia Atlantic University,-80.352671,25.8082
Millennium Training Institute,-71.127076,42.495839
Miller-Motte College-Cary,-78.740708,35.755124
Miller-Motte College-Fayetteville,-78.881681,35.11128
Miller-Motte College-Greenville,-77.406368,35.604669
Miller-Motte College-Jacksonville,-77.41034,34.752687
Miller-Motte College-Raleigh,-78.585643,35.835536
Miller-Motte College-Wilmington,-77.881548,34.225965
Miller-Motte Technical College-Augusta,-82.086981,33.49521
Miller-Motte Technical College-Charleston,-80.044607,32.953337
Miller-Motte Technical College-Chattanooga,-85.180535,35.033619
Miller-Motte Technical College-Clarksville,-87.32869,36.553344
Miller-Motte Technical College-Columbus,-84.935671,32.48014
Miller-Motte Technical College-Conway,-78.993461,33.788822
Miller-Motte Technical College-Gulfport,-89.102471,30.46013
Miller-Motte Technical College-Lynchburg,-79.226263,37.375746
Miller-Motte Technical College-Macon,-83.687301,32.89793
Miller-Motte Technical College-Madison,-86.703281,36.28769
Miller-Motte Technical College-Roanoke,-79.976416,37.229457
Millersville University of Pennsylvania,-76.355091,39.99813
Milligan College,-82.294641,36.299318
Milligan College,-82.29499,36.30036
Millikin University,-88.974571,39.842604
Mills College,-122.18789,37.782639
Millsaps College,-90.178084,32.3231
Milwaukee Area Technical College,-87.920818,43.04359
Milwaukee Career College,-88.048714,43.074192
Milwaukee Institute of Art & Design,-87.907925,43.030917
Milwaukee School of Engineering,-87.907691,43.045364
Mims Classic Beauty College,-98.507836,29.494868
Mind Body Institute,-86.697651,36.21922
Mineral Area College,-90.482675,37.845614
Mineral County Vocational Technical Center,-78.98828,39.42728
Minerva Schools at Keck Graduate Institute,-117.722604,34.091695
Mingo Extended Learning Center,-82.17713,37.676888
Minneapolis Business College,-93.173351,45.005272
Minneapolis College of Art and Design,-93.274694,44.956988
Minneapolis Community and Technical College,-93.284489,44.972672
Minneapolis Media Institute,-93.331491,44.86619
Minnesota School of Business-Blaine,-93.168177,45.160645
Minnesota School of Business-Brooklyn Center,-93.311831,45.062699
Minnesota School of Business-Elk River,-93.560521,45.320025
Minnesota School of Business-Lakeville,-93.287451,44.69161
Minnesota School of Business-Moorhead,-96.72303,46.848594
Minnesota School of Business-Plymouth,-93.501957,44.994699
Minnesota School of Business-Richfield,-93.297366,44.865436
Minnesota School of Business-Rochester,-92.499491,44.071382
Minnesota School of Business-Waite Park,-94.23168,45.55019
Minnesota School of Cosmetology-Plymouth Campus,-93.50212,44.994475
Minnesota School of Cosmetology-Woodbury Campus,-92.973902,44.92512
Minnesota State College-Southeast Technical,-91.618314,44.024554
Minnesota State Community and Technical College,-96.096961,46.288102
Minnesota State University Moorhead,-96.763376,46.866482
Minnesota State University-Mankato,-93.998494,44.147253
Minnesota West Community and Technical College,-95.561709,44.80755
Minot State University,-101.300624,48.246877
MiraCosta College,-117.302283,33.191231
Mirrer Yeshiva Cent Institute,-73.966049,40.605043
Misericordia University,-75.971016,41.344765
Mission College,-121.982174,37.391323
Mississippi College,-90.330452,32.334565
Mississippi College of Beauty Culture,-89.134632,31.693843
Mississippi Community College Board,-90.144935,32.338455
Mississippi Delta Community College,-90.502053,33.444906
Mississippi Gulf Coast Community College,-89.144339,30.779349
Mississippi Institute of Aesthetics Nails & Cosmetology,-90.325011,32.32091
Mississippi State University,-88.788979,33.454809
Mississippi University for Women,-88.418601,33.493305
Mississippi Valley State University,-90.341274,33.514142
Missouri Baptist University,-90.462606,38.642017
Missouri College,-90.336949,38.626527
Missouri College of Cosmetology North,-93.234611,37.17977
Missouri School of Barbering & Hairstyling-St. Louis,-90.324023,38.798449
Missouri Southern State University,-94.460893,37.095722
Missouri State University-Springfield,-93.276821,37.197983
Missouri State University-West Plains,-91.857838,36.729574
Missouri Tech,-90.522986,38.768141
Missouri University of Science and Technology,-91.7759,37.955853
Missouri Valley College,-93.190236,39.108655
Missouri Western State University,-94.785643,39.7575
Mitchell College,-72.095337,41.328075
Mitchell Community College,-80.894083,35.782814
Mitchell Technical Institute,-97.995722,43.687804
Mitchell's Hair Styling Academy-Raleigh,-78.742438,35.764652
Mitchells Hairstyling Academy-Goldsboro,-77.94802,35.385225
Mitchells Hairstyling Academy-Wilson,-77.951093,35.72171
Mitsu Sato Hair Academy,-94.670221,38.96481
MJ's Barber Academy,-96.840155,32.69606
MJ's Beauty Academy Inc,-96.877471,32.65934
MKG Beauty & Business,-71.472161,41.78608
Moberly Area Community College,-92.455064,39.418607
Model College of Hair Design,-94.159214,45.558469
Modern Beauty Academy,-119.181423,34.195384
Modern Beauty School Inc,-114.024111,46.88111
Modern Hairstyling Institute-Arecibo,-66.754165,18.476118
Modern Hairstyling Institute-Bayamon,-66.155874,18.400048
Modern Hairstyling Institute-Carolina,-65.951726,18.39557
Modern Technology School,-117.918837,33.723142
Modern Welding School,-73.903373,42.779336
Modesto Junior College,-121.009723,37.652042
Mohave Community College,-114.030244,35.270737
Mohawk Valley Community College,-75.217197,43.077384
Moler Barber College,-96.790826,46.873965
Moler Barber College,-122.265094,37.826826
Moler Hollywood Beauty Academy,-84.512718,39.102391
Moler-Pickens Beauty Academy,-84.499618,39.317375
Molloy College,-73.626278,40.68597
Monmouth College,-90.637909,40.91459
Monmouth County Vocational School District,-74.252191,40.26109
Monmouth University,-74.006447,40.280066
Monmouth University-Monmouth Park Corporate Center,-74.025696,40.297264
Monongalia County Technical Education Center,-79.957275,39.611165
Monroe 2 Orleans BOCES-Center for Workforce Development,-77.743851,43.152828
Monroe College,-73.900501,40.86407
Monroe Community College,-77.608488,43.101265
Monroe County Community College,-83.470274,41.91617
Montage Academy,-105.104971,40.1531
Montana Academy of Salons,-111.303881,47.49872
Montana Bible College,-111.064591,45.65528
Montana State University,-111.049918,45.666829
Montana State University-Billings,-108.523009,45.796896
Montana State University-Northern,-109.686457,48.541054
Montana Tech of the University of Montana,-112.557,46.012164
Montcalm Community College,-85.09967,43.252147
Montclair State University,-74.199455,40.859233
Monteclaro Escuela de Hoteleria y Artes Culinarias,-65.772956,18.369284
Montefiore School of Nursing,-73.840408,40.912046
Monterey Peninsula College,-121.885774,36.590826
Montessori Casa International,-104.899052,39.721005
Montessori Education Center of the Rockies,-105.25311,39.96504
Montessori Education Institute of the Pacific Northwest,-122.184465,47.766271
Montessori Institute of Milwaukee,-87.870663,42.986115
Montgomery Beauty School,-77.001486,38.999774
Montgomery College,-77.159471,39.09793
Montgomery Community College,-79.870005,35.367107
Montgomery County Community College,-75.276093,40.175609
Montreat College,-82.297522,35.645844
Montserrat College of Art,-70.876419,42.550416
Monty Tech,-71.860828,42.560657
Moody Bible Institute,-87.633459,41.897822
Moore Career College,-91.056431,30.41216
Moore College of Art and Design,-75.172105,39.957078
Moore Norman Technology Center,-97.457319,35.274434
Moorpark College,-118.836624,34.300018
Moraine Park Technical College,-88.417656,43.785224
Moraine Valley Community College,-87.836915,41.694613
Moravian College,-75.380979,40.630888
More Tech Institute,-80.315066,25.871679
Morehead State University,-83.429742,38.188462
Morehouse College,-84.415156,33.74793
Morehouse School of Medicine,-84.411958,33.742549
Moreno Valley College,-117.205147,33.885822
Morgan Community College,-103.771822,40.258792
Morgan State University,-76.584238,39.344235
Morgantown Beauty College Inc,-79.954318,39.628855
Morningside College,-96.360738,42.47324
Morris College,-80.346346,33.938707
Morris County Vocational School District,-74.479263,40.877531
Morrison Institute of Technology,-89.965963,41.7971
Morrisville State College,-75.645231,42.89432
Morthland College,-88.92657,37.897051
Morton College,-87.762306,41.824303
Motlow College,-86.299406,35.365519
MotoRing Technical Training Institute,-71.384761,41.81866
Motoring Technical Training Institute,-71.324714,41.792171
Mott Community College,-83.67243,43.019941
Moultrie Technical College,-83.76519,31.198805
Mount Aloysius College,-78.601358,40.459948
Mount Angel Seminary,-122.775405,45.057871
Mount Carmel College of Nursing,-83.021152,39.957008
Mount Holyoke College,-72.573625,42.257588
Mount Ida College,-71.194658,42.293205
Mount Marty College,-97.409904,42.874475
